Code de la commune,code_commune,emploi_actifs,emploi_retraites,socio_pro,pauvrete_ensemble,natalite,mortalite,diplome_bac,diplome_bac5_plus
13071,13071,70.2,6.1,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 10.6, 'Cadres': 14.4, 'Profession intermédiaire': 25.7, 'Employé': 32.0, 'Ouvrier': 17.1}",8.0,10.2,9.3,18.1,10.9
13075,13075,65.8,8.0,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 14.4, 'Cadres': 13.4, 'Profession intermédiaire': 27.1, 'Employé': 33.4, 'Ouvrier': 10.9}",8.0,8.2,15.1,20.2,10.1
13077,13077,57.5,6.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 12.8, 'Profession intermédiaire': 28.6, 'Employé': 25.8, 'Ouvrier': 25.7}",22.0,14.4,11.9,16.9,3.5
13081,13081,69.9,5.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 11.6, 'Profession intermédiaire': 27.4, 'Employé': 23.2, 'Ouvrier': 30.6}",10.0,11.3,9.2,19.3,7.4
13097,13097,71.5,3.9,"{'Agriculteur': 2.2, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 10.8, 'Profession intermédiaire': 21.9, 'Employé': 21.7, 'Ouvrier': 36.6}",12.0,11.5,9.2,19.1,7.3
13103,13103,65.9,4.7,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 17.5, 'Profession intermédiaire': 28.3, 'Employé': 29.0, 'Ouvrier': 18.0}",17.0,12.7,9.7,19.0,11.8
13106,13106,65.3,5.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 13.9, 'Cadres': 9.5, 'Profession intermédiaire': 27.5, 'Employé': 32.0, 'Ouvrier': 17.1}",16.0,14.0,10.2,18.8,8.0
13108,13108,51.5,4.6,"{'Agriculteur': 1.5, 'Artisan, commerçant et chef d’entreprise': 8.8, 'Cadres': 13.3, 'Profession intermédiaire': 23.8, 'Employé': 29.4, 'Ouvrier': 23.1}",31.0,12.0,9.3,18.0,5.5
13110,13110,69.5,5.7,"{'Agriculteur': 1.8, 'Artisan, commerçant et chef d’entreprise': 13.2, 'Cadres': 15.5, 'Profession intermédiaire': 22.1, 'Employé': 28.9, 'Ouvrier': 18.5}",10.0,10.6,8.7,18.4,12.8
13117,13117,64.0,5.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 21.9, 'Profession intermédiaire': 29.1, 'Employé': 23.0, 'Ouvrier': 21.1}",17.0,13.9,7.8,18.0,9.6
14047,14047,63.1,8.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 12.5, 'Profession intermédiaire': 28.8, 'Employé': 33.9, 'Ouvrier': 17.6}",17.0,7.9,14.6,15.5,7.5
14118,14118,56.1,3.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 23.7, 'Profession intermédiaire': 31.1, 'Employé': 28.8, 'Ouvrier': 11.6}",21.0,10.0,9.2,15.4,19.0
14327,14327,56.4,5.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 18.3, 'Profession intermédiaire': 33.1, 'Employé': 25.6, 'Ouvrier': 19.0}",27.0,11.7,7.2,17.9,9.7
14341,14341,63.7,5.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 10.7, 'Profession intermédiaire': 31.0, 'Employé': 27.1, 'Ouvrier': 26.5}",14.0,9.7,6.8,18.1,8.3
14366,14366,59.8,6.2,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 12.3, 'Profession intermédiaire': 28.0, 'Employé': 31.5, 'Ouvrier': 22.3}",22.0,9.4,14.8,16.0,6.0
14437,14437,65.4,7.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 13.3, 'Profession intermédiaire': 27.8, 'Employé': 30.0, 'Ouvrier': 25.1}",13.0,8.9,10.2,17.5,6.6
14762,14762,65.7,10.2,"{'Agriculteur': 1.5, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 9.6, 'Profession intermédiaire': 23.0, 'Employé': 23.7, 'Ouvrier': 37.1}",15.0,7.7,14.4,15.0,4.2
15014,15014,63.8,7.2,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 13.1, 'Profession intermédiaire': 29.7, 'Employé': 31.7, 'Ouvrier': 19.6}",16.0,7.8,15.9,18.7,8.4
16015,16015,59.0,4.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 18.3, 'Profession intermédiaire': 28.9, 'Employé': 30.4, 'Ouvrier': 16.7}",26.0,11.7,9.8,18.5,12.9
16102,16102,66.5,6.9,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 16.9, 'Profession intermédiaire': 27.2, 'Employé': 25.8, 'Ouvrier': 23.2}",18.0,9.0,11.5,18.2,10.4
16374,16374,52.9,5.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 15.3, 'Profession intermédiaire': 31.9, 'Employé': 34.0, 'Ouvrier': 15.3}",31.0,14.5,11.1,17.3,6.7
17299,17299,58.9,7.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 14.4, 'Profession intermédiaire': 26.6, 'Employé': 35.1, 'Ouvrier': 18.0}",20.0,8.7,14.5,17.9,7.2
17300,17300,58.7,5.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 19.5, 'Profession intermédiaire': 29.3, 'Employé': 27.6, 'Ouvrier': 16.3}",18.0,8.8,9.5,17.1,15.8
17306,17306,59.4,11.1,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 11.3, 'Cadres': 11.6, 'Profession intermédiaire': 23.1, 'Employé': 37.6, 'Ouvrier': 15.9}",14.0,4.5,19.0,18.2,7.7
17415,17415,62.4,7.6,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.5, 'Cadres': 14.0, 'Profession intermédiaire': 30.4, 'Employé': 31.9, 'Ouvrier': 16.9}",17.0,7.8,14.6,17.6,9.5
18033,18033,60.9,6.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 17.9, 'Profession intermédiaire': 30.1, 'Employé': 28.2, 'Ouvrier': 19.1}",20.0,10.8,12.3,17.5,11.2
18279,18279,55.7,7.3,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 10.5, 'Profession intermédiaire': 25.2, 'Employé': 32.0, 'Ouvrier': 24.6}",24.0,10.9,15.6,14.8,4.6
19031,19031,64.0,6.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 13.9, 'Profession intermédiaire': 28.7, 'Employé': 31.1, 'Ouvrier': 20.4}",18.0,9.6,12.1,18.9,8.4
19272,19272,65.1,6.6,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 13.3, 'Profession intermédiaire': 31.6, 'Employé': 37.3, 'Ouvrier': 13.4}",17.0,8.5,13.0,22.2,6.4
21054,21054,70.6,5.7,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 13.6, 'Profession intermédiaire': 26.8, 'Employé': 28.6, 'Ouvrier': 22.1}",14.0,9.0,11.7,16.5,10.4
21166,21166,59.9,5.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 16.4, 'Profession intermédiaire': 34.4, 'Employé': 23.8, 'Ouvrier': 21.1}",28.0,13.8,9.6,17.3,6.3
21171,21171,72.3,5.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 12.6, 'Profession intermédiaire': 29.2, 'Employé': 17.2, 'Ouvrier': 36.8}",10.0,9.9,7.0,19.5,8.1
21231,21231,61.2,3.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 24.3, 'Profession intermédiaire': 30.9, 'Employé': 26.0, 'Ouvrier': 13.5}",17.0,10.3,8.0,18.2,17.5
21617,21617,60.5,6.2,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 15.1, 'Profession intermédiaire': 31.2, 'Employé': 36.4, 'Ouvrier': 11.4}",17.0,10.8,11.4,17.3,14.7
22050,22050,62.4,8.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 14.2, 'Profession intermédiaire': 31.8, 'Employé': 31.7, 'Ouvrier': 15.2}",16.0,7.0,19.8,17.6,11.2
22093,22093,71.0,9.0,"{'Agriculteur': 1.7, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 12.3, 'Profession intermédiaire': 24.4, 'Employé': 21.6, 'Ouvrier': 34.8}",9.0,9.0,11.6,17.7,7.6
22113,22113,60.0,6.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 26.8, 'Profession intermédiaire': 26.1, 'Employé': 24.9, 'Ouvrier': 16.6}",14.0,7.5,11.5,17.2,14.7
22187,22187,68.3,9.1,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 15.0, 'Profession intermédiaire': 33.1, 'Employé': 30.0, 'Ouvrier': 16.0}",9.0,8.2,10.4,17.8,11.9
22215,22215,65.8,8.4,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 13.7, 'Profession intermédiaire': 31.0, 'Employé': 23.4, 'Ouvrier': 26.6}",12.0,9.7,8.4,18.0,4.6
22278,22278,61.1,5.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 17.3, 'Profession intermédiaire': 34.1, 'Employé': 30.4, 'Ouvrier': 13.1}",21.0,10.6,13.4,18.1,11.3
23096,23096,61.6,7.4,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 3.5, 'Cadres': 15.1, 'Profession intermédiaire': 31.2, 'Employé': 33.8, 'Ouvrier': 15.6}",21.0,8.8,13.8,18.4,7.9
24037,24037,59.1,9.1,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 11.2, 'Profession intermédiaire': 26.7, 'Employé': 34.0, 'Ouvrier': 19.2}",22.0,8.2,15.2,18.4,7.1
24053,24053,69.3,7.3,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 9.1, 'Profession intermédiaire': 25.9, 'Employé': 22.7, 'Ouvrier': 35.4}",10.0,8.4,7.6,21.1,6.6
25031,25031,57.1,6.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 15.7, 'Profession intermédiaire': 23.5, 'Employé': 30.5, 'Ouvrier': 24.2}",26.0,12.9,11.6,15.7,4.3
25056,25056,58.1,3.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 22.2, 'Profession intermédiaire': 30.5, 'Employé': 28.3, 'Ouvrier': 14.7}",23.0,11.5,8.1,16.7,15.6
25388,25388,53.2,5.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 17.0, 'Profession intermédiaire': 28.7, 'Employé': 29.0, 'Ouvrier': 21.1}",28.0,12.1,11.1,17.3,9.4
25462,25462,70.7,4.9,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 12.3, 'Profession intermédiaire': 27.6, 'Employé': 31.9, 'Ouvrier': 22.2}",12.0,13.0,7.9,18.9,7.7
25580,25580,55.3,6.0,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 9.9, 'Profession intermédiaire': 26.1, 'Employé': 24.2, 'Ouvrier': 33.3}",24.0,10.7,8.8,16.4,4.8
26058,26058,67.2,5.9,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 20.2, 'Profession intermédiaire': 28.5, 'Employé': 23.2, 'Ouvrier': 21.3}",16.0,10.3,8.3,19.2,8.4
26198,26198,61.3,5.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 11.9, 'Profession intermédiaire': 27.7, 'Employé': 30.0, 'Ouvrier': 23.4}",20.0,11.5,9.7,18.1,8.9
26235,26235,62.2,6.6,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 20.2, 'Profession intermédiaire': 35.6, 'Employé': 16.6, 'Ouvrier': 22.8}",21.0,12.3,8.5,18.4,5.5
26252,26252,66.5,6.6,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 11.4, 'Profession intermédiaire': 28.0, 'Employé': 15.5, 'Ouvrier': 39.6}",14.0,11.0,8.5,16.6,4.9
26281,26281,62.2,6.2,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 13.6, 'Profession intermédiaire': 29.2, 'Employé': 27.9, 'Ouvrier': 22.8}",20.0,10.9,11.8,17.0,7.7
26362,26362,61.5,4.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 19.6, 'Profession intermédiaire': 32.3, 'Employé': 26.9, 'Ouvrier': 15.9}",22.0,13.5,10.2,17.9,12.7
27229,27229,56.7,4.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 16.2, 'Profession intermédiaire': 30.4, 'Employé': 30.8, 'Ouvrier': 19.0}",29.0,14.0,9.6,17.6,9.2
27284,27284,62.4,6.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 11.9, 'Profession intermédiaire': 23.2, 'Employé': 37.1, 'Ouvrier': 22.5}",18.0,11.4,13.3,17.1,4.0
27375,27375,58.3,5.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 14.3, 'Profession intermédiaire': 28.5, 'Employé': 25.4, 'Ouvrier': 25.6}",24.0,12.4,11.9,17.0,7.3
27681,27681,61.8,5.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 18.9, 'Profession intermédiaire': 29.6, 'Employé': 26.9, 'Ouvrier': 17.6}",23.0,14.8,10.6,16.3,12.7
27701,27701,50.9,4.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 2.3, 'Cadres': 18.5, 'Profession intermédiaire': 29.4, 'Employé': 18.0, 'Ouvrier': 31.7}",31.0,15.5,4.1,17.3,3.7
28085,28085,67.3,5.6,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 20.2, 'Profession intermédiaire': 29.4, 'Employé': 27.7, 'Ouvrier': 18.2}",16.0,11.6,12.6,16.2,14.4
28088,28088,51.7,7.2,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 11.6, 'Profession intermédiaire': 26.6, 'Employé': 29.9, 'Ouvrier': 25.7}",25.0,9.8,13.5,15.3,5.4
28134,28134,54.3,4.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 13.5, 'Profession intermédiaire': 29.6, 'Employé': 31.8, 'Ouvrier': 19.8}",29.0,16.6,9.3,17.6,5.9
28218,28218,63.1,5.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 13.0, 'Profession intermédiaire': 28.5, 'Employé': 24.3, 'Ouvrier': 29.5}",23.0,13.2,8.2,16.6,5.8
28229,28229,62.6,5.5,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 3.2, 'Cadres': 13.8, 'Profession intermédiaire': 28.5, 'Employé': 30.0, 'Ouvrier': 24.0}",21.0,13.4,6.8,16.3,8.6
28404,28404,56.7,5.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 13.4, 'Profession intermédiaire': 28.3, 'Employé': 26.9, 'Ouvrier': 26.3}",24.0,14.5,11.1,16.5,4.2
29019,29019,59.5,4.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 22.2, 'Profession intermédiaire': 31.1, 'Employé': 28.6, 'Ouvrier': 14.0}",19.0,10.9,9.2,19.2,15.3
29039,29039,62.5,11.0,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 7.7, 'Cadres': 13.3, 'Profession intermédiaire': 26.7, 'Employé': 27.1, 'Ouvrier': 24.5}",11.0,6.8,15.1,18.4,8.8
29046,29046,61.2,11.4,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 12.2, 'Profession intermédiaire': 29.0, 'Employé': 26.7, 'Ouvrier': 23.5}",14.0,5.7,18.2,17.0,9.7
29058,29058,65.1,12.4,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 11.7, 'Cadres': 13.8, 'Profession intermédiaire': 20.7, 'Employé': 30.9, 'Ouvrier': 22.4}",7.0,5.5,12.4,18.9,11.8
29075,29075,71.8,7.6,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 21.6, 'Profession intermédiaire': 28.5, 'Employé': 21.6, 'Ouvrier': 23.9}",6.0,10.7,8.7,19.3,13.3
29103,29103,67.4,7.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.5, 'Cadres': 15.0, 'Profession intermédiaire': 32.7, 'Employé': 32.9, 'Ouvrier': 13.7}",10.0,8.5,11.0,19.5,9.7
29151,29151,57.4,7.1,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 15.6, 'Profession intermédiaire': 32.1, 'Employé': 28.7, 'Ouvrier': 18.3}",19.0,9.1,13.3,19.1,9.6
29189,29189,68.3,9.0,"{'Agriculteur': 1.4, 'Artisan, commerçant et chef d’entreprise': 6.6, 'Cadres': 12.9, 'Profession intermédiaire': 27.1, 'Employé': 30.9, 'Ouvrier': 21.1}",7.0,9.4,13.0,19.0,16.8
29212,29212,65.3,8.7,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 3.5, 'Cadres': 44.4, 'Profession intermédiaire': 25.7, 'Employé': 16.0, 'Ouvrier': 9.5}",6.0,8.6,6.2,19.7,12.0
29232,29232,64.5,6.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 17.5, 'Profession intermédiaire': 32.4, 'Employé': 26.6, 'Ouvrier': 17.7}",13.0,9.3,10.6,18.3,11.7
29233,29233,67.8,7.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 12.3, 'Profession intermédiaire': 27.7, 'Employé': 24.3, 'Ouvrier': 30.3}",12.0,9.0,13.7,20.2,7.1
29235,29235,69.2,7.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 44.7, 'Profession intermédiaire': 21.1, 'Employé': 19.8, 'Ouvrier': 11.0}",7.0,9.0,8.4,17.1,18.4
2A004,2A004,70.3,4.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 14.0, 'Profession intermédiaire': 28.4, 'Employé': 34.7, 'Ouvrier': 15.8}",16.0,7.1,8.9,24.1,8.0
2A247,2A247,66.1,3.7,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 14.1, 'Cadres': 9.8, 'Profession intermédiaire': 22.6, 'Employé': 32.0, 'Ouvrier': 20.6}",21.0,15.3,9.6,26.0,6.6
2B033,2B033,60.1,4.9,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 9.4, 'Cadres': 14.8, 'Profession intermédiaire': 27.7, 'Employé': 33.3, 'Ouvrier': 14.6}",23.0,7.4,8.6,23.2,8.5
2B042,2B042,66.0,4.3,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 9.7, 'Cadres': 8.8, 'Profession intermédiaire': 23.8, 'Employé': 30.0, 'Ouvrier': 26.9}",14.0,10.3,6.7,25.8,6.1
30007,30007,47.8,6.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 12.1, 'Profession intermédiaire': 27.4, 'Employé': 33.7, 'Ouvrier': 18.6}",30.0,9.7,12.4,17.5,5.6
30028,30028,54.4,6.4,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.5, 'Cadres': 20.7, 'Profession intermédiaire': 29.8, 'Employé': 28.2, 'Ouvrier': 14.5}",29.0,11.4,13.1,17.2,6.9
30032,30032,56.7,5.9,"{'Agriculteur': 2.2, 'Artisan, commerçant et chef d’entreprise': 9.8, 'Cadres': 10.1, 'Profession intermédiaire': 22.1, 'Employé': 31.1, 'Ouvrier': 24.7}",30.0,13.6,10.3,17.3,4.2
30189,30189,54.2,4.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.5, 'Cadres': 16.9, 'Profession intermédiaire': 30.3, 'Employé': 31.8, 'Ouvrier': 14.3}",31.0,12.5,9.9,17.8,11.3
30202,30202,59.6,7.9,"{'Agriculteur': 1.3, 'Artisan, commerçant et chef d’entreprise': 11.6, 'Cadres': 9.6, 'Profession intermédiaire': 28.5, 'Employé': 34.2, 'Ouvrier': 14.8}",22.0,10.2,13.0,17.4,5.5
30258,30258,57.8,5.3,"{'Agriculteur': 3.7, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 9.8, 'Profession intermédiaire': 23.1, 'Employé': 26.8, 'Ouvrier': 28.3}",27.0,13.1,9.4,17.0,3.4
30341,30341,62.5,6.3,"{'Agriculteur': 2.8, 'Artisan, commerçant et chef d’entreprise': 11.0, 'Cadres': 12.0, 'Profession intermédiaire': 27.1, 'Employé': 25.0, 'Ouvrier': 22.1}",22.0,10.3,10.2,17.8,4.7
31033,31033,67.8,5.4,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 8.2, 'Cadres': 10.7, 'Profession intermédiaire': 26.2, 'Employé': 30.0, 'Ouvrier': 24.1}",14.0,10.1,10.1,19.3,8.8
31044,31044,68.8,4.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 35.1, 'Profession intermédiaire': 27.0, 'Employé': 25.1, 'Ouvrier': 8.6}",9.0,9.5,6.5,16.3,26.6
31069,31069,71.5,3.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 1.9, 'Cadres': 50.5, 'Profession intermédiaire': 23.4, 'Employé': 15.7, 'Ouvrier': 8.4}",14.0,12.1,6.7,15.7,24.6
31113,31113,73.6,3.8,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 26.4, 'Profession intermédiaire': 31.0, 'Employé': 23.1, 'Ouvrier': 12.0}",13.0,10.0,6.5,16.9,25.1
31116,31116,73.0,4.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 12.1, 'Cadres': 10.5, 'Profession intermédiaire': 35.4, 'Employé': 30.2, 'Ouvrier': 11.7}",11.0,12.3,7.3,19.2,11.3
31149,31149,67.1,4.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.1, 'Cadres': 27.7, 'Profession intermédiaire': 30.6, 'Employé': 17.5, 'Ouvrier': 21.2}",17.0,11.6,6.6,17.4,18.4
31157,31157,69.8,3.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.6, 'Cadres': 18.8, 'Profession intermédiaire': 26.4, 'Employé': 28.2, 'Ouvrier': 17.9}",15.0,13.7,5.2,18.0,17.3
31187,31187,72.8,4.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 11.5, 'Cadres': 17.5, 'Profession intermédiaire': 24.2, 'Employé': 33.3, 'Ouvrier': 13.4}",9.0,11.0,4.9,17.5,14.0
31395,31395,63.2,5.6,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 13.9, 'Profession intermédiaire': 29.8, 'Employé': 31.2, 'Ouvrier': 18.7}",17.0,9.9,9.1,19.6,11.0
31424,31424,71.1,5.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 12.8, 'Profession intermédiaire': 27.9, 'Employé': 29.7, 'Ouvrier': 21.3}",11.0,11.4,6.2,18.2,18.8
31446,31446,64.8,3.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 32.2, 'Profession intermédiaire': 30.8, 'Employé': 23.2, 'Ouvrier': 8.9}",15.0,11.1,6.9,15.5,30.1
31483,31483,58.4,5.9,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 13.7, 'Profession intermédiaire': 30.3, 'Employé': 32.0, 'Ouvrier': 18.2}",24.0,9.8,16.6,20.6,6.4
31488,31488,73.8,5.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 20.7, 'Profession intermédiaire': 35.0, 'Employé': 30.2, 'Ouvrier': 8.8}",9.0,10.4,7.5,18.6,19.2
31506,31506,73.0,4.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 17.4, 'Profession intermédiaire': 32.0, 'Employé': 30.2, 'Ouvrier': 13.8}",10.0,9.4,9.2,17.4,20.2
31547,31547,60.7,3.8,"{'Agriculteur': 1.1, 'Artisan, commerçant et chef d’entreprise': 8.6, 'Cadres': 14.4, 'Profession intermédiaire': 26.9, 'Employé': 33.7, 'Ouvrier': 15.3}",,11.1,5.5,19.7,10.6
31555,31555,61.5,2.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 33.9, 'Profession intermédiaire': 28.2, 'Employé': 21.1, 'Ouvrier': 11.6}",22.0,13.5,5.9,16.4,27.7
31557,31557,71.3,5.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.1, 'Cadres': 21.6, 'Profession intermédiaire': 30.7, 'Employé': 26.4, 'Ouvrier': 14.2}",10.0,10.3,5.2,14.7,27.8
31561,31561,70.5,6.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 19.5, 'Profession intermédiaire': 30.7, 'Employé': 29.3, 'Ouvrier': 14.5}",8.0,7.9,11.3,18.0,17.1
31588,31588,72.9,3.6,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.1, 'Cadres': 17.5, 'Profession intermédiaire': 34.7, 'Employé': 21.7, 'Ouvrier': 18.7}",13.0,11.5,7.9,19.4,14.5
